cleansing,CaseFolding
Sering gak bs masuk  koneksi internet lah gak konek padahal konek dan ada data ya  terus lama masuk ke aplikasinya juga  tolong di perbaiki  makasih,sering gak bs masuk  koneksi internet lah gak konek padahal konek dan ada data ya  terus lama masuk ke aplikasinya juga  tolong di perbaiki  makasih
Sinyal makin hari makin lemot  ini apk buat apa sih  Kenapa pas mau dipake malah gagal memuat data terus  Astaga,sinyal makin hari makin lemot  ini apk buat apa sih  kenapa pas mau dipake malah gagal memuat data terus  astaga
Lebih baik dari yg dulu terima kasih untuk myxl yg bisa mempermudah cek kuota pulsa dan kalau bisa lebih bnyk gratisan sih ,lebih baik dari yg dulu terima kasih untuk myxl yg bisa mempermudah cek kuota pulsa dan kalau bisa lebih bnyk gratisan sih 
paketnya ekonomis  sesuai dgn saat ini dan di tempat dimana kami tinggal jaringannya oke,paketnya ekonomis  sesuai dgn saat ini dan di tempat dimana kami tinggal jaringannya oke
Buruk banget Xl buat tlp aja blm bicara uda mati internet jg begitu bgm nih BUAT APA BAYAR BULANAN KALAU HASIL NYA SANGAT BURUK SEKALI,buruk banget xl buat tlp aja blm bicara uda mati internet jg begitu bgm nih buat apa bayar bulanan kalau hasil nya sangat buruk sekali
Woyy aplikasi ini knapa si  slalu keluar aplikasi sendiri  tiap log in eror terus gk bisa masuk ke pelayanannya  tolong di perbaiki kesalahannya dan klau tidak bisa di perbaiki gk usah di tampilkan di playstore  hapus aja aplikasi ini,woyy aplikasi ini knapa si  slalu keluar aplikasi sendiri  tiap log in eror terus gk bisa masuk ke pelayanannya  tolong di perbaiki kesalahannya dan klau tidak bisa di perbaiki gk usah di tampilkan di playstore  hapus aja aplikasi ini
lanjutkan jgn ada pengurangan kuota swadaya dan harga KL bs lbh murah lg,lanjutkan jgn ada pengurangan kuota swadaya dan harga kl bs lbh murah lg
bangun tower di pelosok  negeri biar komunikasi semakin lancar pertahankan harga dan layanan,bangun tower di pelosok  negeri biar komunikasi semakin lancar pertahankan harga dan layanan
Aplikasinya memuaskan walapun saya ambil gratisan nya pulsa saya kepotong dan habis my xl the best deh pokoknya,aplikasinya memuaskan walapun saya ambil gratisan nya pulsa saya kepotong dan habis my xl the best deh pokoknya
 kalau bisa masa aktif kartunya di tingkatkan jadi lebih lama  terima kasih, kalau bisa masa aktif kartunya di tingkatkan jadi lebih lama  terima kasih
Aplikasi ini sangat bagusMemberikan kuota dengan harga yg murah jadi saya bisa membeli nyaKarna saya masih kelas SMP jadi belom bisa cari duit sendiriTerima kasih myXL karna telah memberi pelayanan terbaik untuk penggunanya ,aplikasi ini sangat bagusmemberikan kuota dengan harga yg murah jadi saya bisa membeli nyakarna saya masih kelas smp jadi belom bisa cari duit sendiriterima kasih myxl karna telah memberi pelayanan terbaik untuk penggunanya 
mantap xl  pertahakan performa bonusanya trus  agar pengguna xl semakin betah  dan yang belum bisa beralih,mantap xl  pertahakan performa bonusanya trus  agar pengguna xl semakin betah  dan yang belum bisa beralih
Jaringannya skrg butut  lancar  pas jam malam ampe jam pagi doang  Pindah ke yg lain aja apa gmn ini hmm,jaringannya skrg butut  lancar  pas jam malam ampe jam pagi doang  pindah ke yg lain aja apa gmn ini hmm
selanjutnya jangan seperti kemaren  minggu sekali di update mau isi ulang data harus di update dulu keseringan di update juga malas untuk membuka apl ini,selanjutnya jangan seperti kemaren  minggu sekali di update mau isi ulang data harus di update dulu keseringan di update juga malas untuk membuka apl ini
XL sekarang jaringan nya aga lemot gitu  kuota nya masih banyak tp suka loading terus  knpa ya,xl sekarang jaringan nya aga lemot gitu  kuota nya masih banyak tp suka loading terus  knpa ya
Percuma Paket Banyak Gak Bisa Dipakai Makan Hati Kesal Buang  Uang Saja Mending Dipakai Sedekah Sekalian  Selalu Gangguan lelet lemot  Utk yg lain Semoga Jgn jd korban PHP XL  Iklan Promo hanya BACOT,percuma paket banyak gak bisa dipakai makan hati kesal buang  uang saja mending dipakai sedekah sekalian  selalu gangguan lelet lemot  utk yg lain semoga jgn jd korban php xl  iklan promo hanya bacot
XL  gimana nih  saya sudah masukkan digit angka di aplikasi untuk isi ulang  tapi tidak masuk  nyesel punya internet kayak gini,xl  gimana nih  saya sudah masukkan digit angka di aplikasi untuk isi ulang  tapi tidak masuk  nyesel punya internet kayak gini
Xl axiata memang mantap Salah satu layanan terbaik pulsa tidak berkurang walau kuota internet habis Terimakasih XL Terus berikan layanan terbaik mu,xl axiata memang mantap salah satu layanan terbaik pulsa tidak berkurang walau kuota internet habis terimakasih xl terus berikan layanan terbaik mu
Xl binatang Masa sinyal pasti ganti trus hilang mulu gimana mau main binatang Provider gagal  Nyusahin orang aja mending tutup aja ngeselin sumpah binatang ini,xl binatang masa sinyal pasti ganti trus hilang mulu gimana mau main binatang provider gagal  nyusahin orang aja mending tutup aja ngeselin sumpah binatang ini
mantap harganya kalau bisa tolong lah di tingkatkan lagi karna XL kekuatan sinyalnya lemah betul  Kalah dengan telkomsel &,mantap harganya kalau bisa tolong lah di tingkatkan lagi karna xl kekuatan sinyalnya lemah betul  kalah dengan telkomsel &
Aku ngeluh di jaringan internet masih low di daerah saya malah kadang hilang harga paketnya murah Semoga kedepannya jaringan merata smpai pelosok biar bisa saingin tuh Provaider sebelah yg harga paketnya selangit,aku ngeluh di jaringan internet masih low di daerah saya malah kadang hilang harga paketnya murah semoga kedepannya jaringan merata smpai pelosok biar bisa saingin tuh provaider sebelah yg harga paketnya selangit
Xl prioritas jangan asyik sms ini itu ini itu suruh beli kuota ini itu ini itu internet kalian macem kaleng kaleng kapan diperbaiki  udah berapa lama kalian beroperasi sama kalah ama layanan lain contoh first media,xl prioritas jangan asyik sms ini itu ini itu suruh beli kuota ini itu ini itu internet kalian macem kaleng kaleng kapan diperbaiki  udah berapa lama kalian beroperasi sama kalah ama layanan lain contoh first media
Jaringan XL di Denpasar dan Nusa penida ancur udah hampir bulan ini gada perubahan kayak kehabisan kuota  Mengecewakan  Tolong dong bagi pihak yang berwenang kunjungi dan di perbaiki keburu pada ganti ke Telkomsel tuhh,jaringan xl di denpasar dan nusa penida ancur udah hampir bulan ini gada perubahan kayak kehabisan kuota  mengecewakan  tolong dong bagi pihak yang berwenang kunjungi dan di perbaiki keburu pada ganti ke telkomsel tuhh
Selamat malam Min  Saya sudah beli paket combo plus  rb  gb hari  Gimana caranya ya ngambil bonus kuota yuo tube  gb Padahal sms notifikasi masuk mohon pencerahannya terima kasih,selamat malam min  saya sudah beli paket combo plus  rb  gb hari  gimana caranya ya ngambil bonus kuota yuo tube  gb padahal sms notifikasi masuk mohon pencerahannya terima kasih
Kecepatan download sangat rendah padahal gue udah ubah pengaturan APN tapi tetap aja lemot saat mendownload  cek pakai aplikasi speedcheckpro memang koneksi XL untuk download sangat rendah  Apakah karena pihak XL lebih memprioritaskan kecepatan koneksi yg lebih bagus untuk layanan baru yaitu liveon  Gue tinggal didaerah elit Jakarta Selatan yaitu Kebayoran Baru  ternyata gak pengaruh tetap aja koneksi jaringan XL lebih jelek daripada operator lain,kecepatan download sangat rendah padahal gue udah ubah pengaturan apn tapi tetap aja lemot saat mendownload  cek pakai aplikasi speedcheckpro memang koneksi xl untuk download sangat rendah  apakah karena pihak xl lebih memprioritaskan kecepatan koneksi yg lebih bagus untuk layanan baru yaitu liveon  gue tinggal didaerah elit jakarta selatan yaitu kebayoran baru  ternyata gak pengaruh tetap aja koneksi jaringan xl lebih jelek daripada operator lain
Nah ini kouta mobile legends yg sia sia gak bisa buat maen rank atau klasik Kalo udah masuk baru ada pemberitahuan masalah jaringan Kalo gak bisa buat maen ngapain adain paketnya gb  rb tapi gak guna ngilangin kredit score aja,nah ini kouta mobile legends yg sia sia gak bisa buat maen rank atau klasik kalo udah masuk baru ada pemberitahuan masalah jaringan kalo gak bisa buat maen ngapain adain paketnya gb  rb tapi gak guna ngilangin kredit score aja
Saya mau masuk ke aplikasi my xl kok gak bisa ya  udh dpt kode verifikasi tapi masih tidak bisa masuk sedang terjadi kesalahan terus,saya mau masuk ke aplikasi my xl kok gak bisa ya  udh dpt kode verifikasi tapi masih tidak bisa masuk sedang terjadi kesalahan terus
Sinyalnya parah Masih mendingan axis internetan sangat stabil dan lancar Padahal unlimited tiap bulan bayar tagihan Klo buat gamers gak cocok pakai ini Lemot lola loading,sinyalnya parah masih mendingan axis internetan sangat stabil dan lancar padahal unlimited tiap bulan bayar tagihan klo buat gamers gak cocok pakai ini lemot lola loading
XL kenapa ya skrng udah hari ini sinyal bapuk jelek padahal udah beli yg VIP  GB  selalu muter  tuh sinyal  tolong di perbaiki dong klo gini mah auto ganti provider,xl kenapa ya skrng udah hari ini sinyal bapuk jelek padahal udah beli yg vip  gb  selalu muter  tuh sinyal  tolong di perbaiki dong klo gini mah auto ganti provider
Ini gimana pihak XL  rencana mau top up via pulsa XL tibasetelah isi ulang pulsa berkurang sendiri  dah gabisa buat top up gegara kurang sedikit  awal jadi apa sebab nya XL tolong diperbaiki dong,ini gimana pihak xl  rencana mau top up via pulsa xl tibasetelah isi ulang pulsa berkurang sendiri  dah gabisa buat top up gegara kurang sedikit  awal jadi apa sebab nya xl tolong diperbaiki dong
Saya isi ulang untuk memperpanjang masa aktif  Dan sedang tidak pakai kuota  Tapi kenapa selalu berkurang pulsanya,saya isi ulang untuk memperpanjang masa aktif  dan sedang tidak pakai kuota  tapi kenapa selalu berkurang pulsanya
kalau pihak myXL memang sudah membuat rogram tetap setiap paket data dengan besaran GB tertentu yg di tawarkan kepada konsumen  sebaiknya pihak myXL tidak lagi merubah atau mengutik utik komitmen tersebut apapun alasannya  sehingga tidak merugikan bagi konsumen pd kondisi waktu tertentu  Misalnya konsumen membeli GB untuk durasi pemutaran video Youtube  ya ketentuan itu harus di jalankan secara konsisten sesuai dengan jumlah paket data yg dibeli dan digunakan oleh konsumen dengan tuntas,kalau pihak myxl memang sudah membuat rogram tetap setiap paket data dengan besaran gb tertentu yg di tawarkan kepada konsumen  sebaiknya pihak myxl tidak lagi merubah atau mengutik utik komitmen tersebut apapun alasannya  sehingga tidak merugikan bagi konsumen pd kondisi waktu tertentu  misalnya konsumen membeli gb untuk durasi pemutaran video youtube  ya ketentuan itu harus di jalankan secara konsisten sesuai dengan jumlah paket data yg dibeli dan digunakan oleh konsumen dengan tuntas
Kl bisa paketan yg reguler bs rb misalnya Giga full unlimited tidak usah pakai bonus wa  youtube aplikasi sdh jadi satu pasti rame dan laris manis Ini masukan saya sdh pakai XL sdh tahun Krna XL paketan ya sering gonta ganti jd nggk kerasan pelanggannya,kl bisa paketan yg reguler bs rb misalnya giga full unlimited tidak usah pakai bonus wa  youtube aplikasi sdh jadi satu pasti rame dan laris manis ini masukan saya sdh pakai xl sdh tahun krna xl paketan ya sering gonta ganti jd nggk kerasan pelanggannya
Sudah download aplikasi xl tp gak bisa buka susah lama bgt kasih bintang tolong buka dong,sudah download aplikasi xl tp gak bisa buka susah lama bgt kasih bintang tolong buka dong
Sehabis hujan sinyal XL hilang hilangan khususnya di daerah Depok apalagi qlo main game online & buka sosial media,sehabis hujan sinyal xl hilang hilangan khususnya di daerah depok apalagi qlo main game online & buka sosial media
saran aja untuk paketan yg di atas gb seharusnya jangka waktu nya di bnyakin bulan krena paketan sering hngus dikarenakan masa aktif nya cmn bulan sedih deh ,saran aja untuk paketan yg di atas gb seharusnya jangka waktu nya di bnyakin bulan krena paketan sering hngus dikarenakan masa aktif nya cmn bulan sedih deh 
Sinyal sering hilang nelpon terima telpon susah dulu bagus  kenapa sekarang jelek ya,sinyal sering hilang nelpon terima telpon susah dulu bagus  kenapa sekarang jelek ya
Sebenernya bagus  banyak bonus dan diskon pembelian kuota apalagi untuk pelajar  Tapi yang disayangkan adalah kadang keluar terus dari aplikasi sampai instal hapus instal hapus  Mohon kalau bisa  diperbaiki lagi aplikasinya  Terima kasih,sebenernya bagus  banyak bonus dan diskon pembelian kuota apalagi untuk pelajar  tapi yang disayangkan adalah kadang keluar terus dari aplikasi sampai instal hapus instal hapus  mohon kalau bisa  diperbaiki lagi aplikasinya  terima kasih
Susah buat masuk apk nya gak bisa  beda sama apk kartu lainnya gampang mudah ini selalu tulisan terjadi masalah padahal ya gak apa  sampek ganti kartu beberapa kali dikira karna kartunya ternyata apk nya aja yang susah buat masuk,susah buat masuk apk nya gak bisa  beda sama apk kartu lainnya gampang mudah ini selalu tulisan terjadi masalah padahal ya gak apa  sampek ganti kartu beberapa kali dikira karna kartunya ternyata apk nya aja yang susah buat masuk
tolong jaringan nya lebih di percepat lagi yaa kadang suka  lemot,tolong jaringan nya lebih di percepat lagi yaa kadang suka  lemot
Maaf sy ganti bintangnya karena XL menipu  waktu blm beli paketan ada promo paket akrab rb untuk akun  ketika sdh isi pulsa dan mau dipaketkan ajaibnya harga kembali ke harga normal  rb hingga pulsa tidak cukup  benar benar merasa ditipu,maaf sy ganti bintangnya karena xl menipu  waktu blm beli paketan ada promo paket akrab rb untuk akun  ketika sdh isi pulsa dan mau dipaketkan ajaibnya harga kembali ke harga normal  rb hingga pulsa tidak cukup  benar benar merasa ditipu
Jaringan lemot Banyak fake khusunya paket data yg dipakai tidak sesuai dengan isinya,jaringan lemot banyak fake khusunya paket data yg dipakai tidak sesuai dengan isinya
Xl kalo gk mau kasi diskon mending gk usah jangan nipu orang Masa pas mau daftar kouta harganya dinaikin terus plis ya xl kalo gk mau kasih ya udah Jagan nipu orang,xl kalo gk mau kasi diskon mending gk usah jangan nipu orang masa pas mau daftar kouta harganya dinaikin terus plis ya xl kalo gk mau kasih ya udah jagan nipu orang
Banyak bonus di aplikasi myxl Kuota kejutan murah tiap hari Sangat suka menggunakan aplikasi ini,banyak bonus di aplikasi myxl kuota kejutan murah tiap hari sangat suka menggunakan aplikasi ini
LINTAH PULSA ASW PERCUMA ADA SETTING PENGONTROL PULSA TAPI MASIH NYEDOT PULSA KENAPA SELALU MEMPERPANJANG MASA PAKET KONT PULSA SAYA HABIS GARA  LUPA NON AKTIFKAN PAKET  TIDAK SEPERTI KARTU LAIN GAK MEMPERPANJANG PAKET SENDIRI BELI SEKALI DOANG,lintah pulsa asw percuma ada setting pengontrol pulsa tapi masih nyedot pulsa kenapa selalu memperpanjang masa paket kont pulsa saya habis gara  lupa non aktifkan paket  tidak seperti kartu lain gak memperpanjang paket sendiri beli sekali doang
Kerna jaringan saya sudah normal kembali jadi saya naikan lagi bintang nya makasih myXL,kerna jaringan saya sudah normal kembali jadi saya naikan lagi bintang nya makasih myxl
Beli kartu perdana paket gb kuota utama dan unlimited fb  ig  wa dll  Setelah paket kuota utama  gb habis  sinyal unlimited  fb  ig  wa dll  sangat buruk sekali  Sayang  beli kuota mahal  jaringan nya mulu  ada apa ini  Apakah mau bangkrut  Tolong komplain  customer pelanggang diperhatikan  agar nyaman  perbaiki sinyal nyanya  Permainan game gw terganggu ini woy  beli kuota mahal  hasil nya buruk  parah kacau Gue maen game nge lag mulu ini  Kapan bangkrut Sinyal tai,beli kartu perdana paket gb kuota utama dan unlimited fb  ig  wa dll  setelah paket kuota utama  gb habis  sinyal unlimited  fb  ig  wa dll  sangat buruk sekali  sayang  beli kuota mahal  jaringan nya mulu  ada apa ini  apakah mau bangkrut  tolong komplain  customer pelanggang diperhatikan  agar nyaman  perbaiki sinyal nyanya  permainan game gw terganggu ini woy  beli kuota mahal  hasil nya buruk  parah kacau gue maen game nge lag mulu ini  kapan bangkrut sinyal tai
Aplikasi yg gak bermanfaat  nambah booster kuota aja ribet kali nambah paket booster  sms udh berhasil tp kuota tdk masuk  Trus beli lg via shopee  saldo udh kepotong tp kuota gak masuk  Trus live chat nya lebih baik gk usah deh  Gak ada manfaat sama sekali  Sy chat di live chat malah bingung sendiri,aplikasi yg gak bermanfaat  nambah booster kuota aja ribet kali nambah paket booster  sms udh berhasil tp kuota tdk masuk  trus beli lg via shopee  saldo udh kepotong tp kuota gak masuk  trus live chat nya lebih baik gk usah deh  gak ada manfaat sama sekali  sy chat di live chat malah bingung sendiri
