Ulasan,cleansing
Kemaren promo 60gb 60rb lumayan sih sebulan ga abis malah kebuang . Saran kalo kuota banyak masa aktif kuotanya di tambahin kak.. Atau bikin menu tambah masa aktif kuota biar ga buang2 kuota.. Kemaren dapet promo lg 70gb 75rb .. Alhamdulillah promo ga pernah mengecewakan ðŸ˜,Kemaren promo  gb  rb lumayan sih sebulan ga abis malah kebuang Saran kalo kuota banyak masa aktif kuotanya di tambahin kak Atau bikin menu tambah masa aktif kuota biar ga buang  kuota Kemaren dapet promo lg  gb  rb Alhamdulillah promo ga pernah mengecewakan 
"Mohon maaf sebelumbya, Kenapa pas saya masukkan kode voucer 13 GB, terus ada notifikasi masuk dan di teruskan untuk scan voucer, setelah sya download alpikasi myxl, terus sya scan ternyata tdk ada apa2, malahan sya rugi karna voucer yg saya beli, itu ternyata tdk ada apa apa,. dan setiap login di myxl, biar menggunakan hostpot/Wifi tetapi keterangan cek koneksi internet,. Maksudnya apa ini bosss,. Sudah beli kuota mahal2 tetapi tidak bisa di gunakan Jadi kedapannya harus di perbaiki lagi,.",Mohon maaf sebelumbya  Kenapa pas saya masukkan kode voucer GB  terus ada notifikasi masuk dan di teruskan untuk scan voucer  setelah sya download alpikasi myxl  terus sya scan ternyata tdk ada apa malahan sya rugi karna voucer yg saya beli  itu ternyata tdk ada apa apa dan setiap login di myxl  biar menggunakan hostpot Wifi tetapi keterangan cek koneksi internet Maksudnya apa ini bos Sudah beli kuota mahal  tetapi tidak bisa di gunakan Jadi kedapannya harus di perbaiki lagi
Kenapa sih setiap buka nya eror. Gonta ganti jaringan sama aja. Kaya aplikasi ukuran 10GB aja. Lemot,Kenapa sih setiap buka nya eror  Gonta ganti jaringan sama aja  Kaya aplikasi ukuran  GB aja  Lemot
"Buka YouTube bisa wa lancar masuk ke myxl tidak ada koneksi,, XL sehat ??",Buka YouTube bisa wa lancar masuk ke myxl tidak ada koneksi XL sehat
"Hari hari kalau mau beli paket lagi masuk my xl susahnya minta ampun, udah pake versi paling baru padahal, ini maaf klo saya bandingkan dengan my telkomsel dan indosat jauh bgt. Kedua aplikasi itu on point ga pernah kaya my xl sering kali aku kesulitam login. Tolong lah di fix pak. Mohon maaf sebelumnya, saya tidak bermaksud apapun, cuma menyampaikan apa yg saya kesalkan, saya juga pengguna xl sejak lama.... Karna dari dulu di daerah saya paling enak xl doang.",Hari hari kalau mau beli paket lagi masuk my xl susahnya minta ampun  udah pake versi paling baru padahal  ini maaf klo saya bandingkan dengan my telkomsel dan indosat jauh bgt  Kedua aplikasi itu on point ga pernah kaya my xl sering kali aku kesulitam login  Tolong lah di fix pak  Mohon maaf sebelumnya  saya tidak bermaksud apapun  cuma menyampaikan apa yg saya kesalkan  saya juga pengguna xl sejak lama Karna dari dulu di daerah saya paling enak xl doang
"Sering gak bs masuk..koneksi internet lah gak konek,padahal konek dan ada data ya..terus lama masuk ke aplikasinya juga..tolong di perbaiki..makasih",Sering gak bs masuk  koneksi internet lah gak konek padahal konek dan ada data ya  terus lama masuk ke aplikasinya juga  tolong di perbaiki  makasih
"Sinyal makin hari makin lemottt, ini apk buat apa sih? Kenapa pas mau dipake malah gagal memuat data terus? Astagaaaa",Sinyal makin hari makin lemot  ini apk buat apa sih  Kenapa pas mau dipake malah gagal memuat data terus  Astaga
"Lebih baik dari yg dulu,terima kasih untuk myxl yg bisa mempermudah cek kuota,pulsa dan kalau bisa lebih bnyk gratisan sih ðŸ‘",Lebih baik dari yg dulu terima kasih untuk myxl yg bisa mempermudah cek kuota pulsa dan kalau bisa lebih bnyk gratisan sih 
"paketnya ekonomis, sesuai dgn saat ini dan di tempat dimana kami tinggal jaringannya oke",paketnya ekonomis  sesuai dgn saat ini dan di tempat dimana kami tinggal jaringannya oke
"Buruk banget Xl,buat tlp aja.blm bicara uda mati,internet jg begitu....bgm nih???BUAT APA BAYAR BULANAN.KALAU HASIL NYA SANGAT BURUK....SEKALI",Buruk banget Xl buat tlp aja blm bicara uda mati internet jg begitu bgm nih BUAT APA BAYAR BULANAN KALAU HASIL NYA SANGAT BURUK SEKALI
"Woooooyy aplikasi ini knapa si, slalu keluar aplikasi sendiri, tiap log-in eror terus gk bisa masuk ke pelayanannya, tolong di perbaiki kesalahannya dan klau tidak bisa di perbaiki gk usah di tampilkan di playstore, hapus aja aplikasi ini.",Woyy aplikasi ini knapa si  slalu keluar aplikasi sendiri  tiap log in eror terus gk bisa masuk ke pelayanannya  tolong di perbaiki kesalahannya dan klau tidak bisa di perbaiki gk usah di tampilkan di playstore  hapus aja aplikasi ini
"lanjutkan,jgn ada pengurangan kuota swadaya dan harga KL bs lbh murah lg",lanjutkan jgn ada pengurangan kuota swadaya dan harga KL bs lbh murah lg
bangun tower di pelosok2 negeri biar komunikasi semakin lancar pertahankan harga dan layanan,bangun tower di pelosok  negeri biar komunikasi semakin lancar pertahankan harga dan layanan
"Aplikasinya memuaskan walapun saya ambil gratisan nya pulsa saya kepotong dan habis , my xl the best deh pokoknyaðŸ¤—ðŸ¤—ðŸ˜‡ðŸ˜‡",Aplikasinya memuaskan walapun saya ambil gratisan nya pulsa saya kepotong dan habis my xl the best deh pokoknya
ðŸ‘..... kalau bisa masa aktif kartunya di tingkatkan jadi lebih lama. terima kasih, kalau bisa masa aktif kartunya di tingkatkan jadi lebih lama  terima kasih
Aplikasi ini sangat bagusðŸ™‚Memberikan kuota dengan harga yg murah jadi saya bisa membeli nyaðŸ™‚Karna saya masih kelas 8 SMP jadi belom bisa cari duit sendiriðŸ˜€Terima kasih myXL karna telah memberi pelayanan terbaik untuk penggunanya ðŸ™‚ðŸ™ðŸ»,Aplikasi ini sangat bagusMemberikan kuota dengan harga yg murah jadi saya bisa membeli nyaKarna saya masih kelas SMP jadi belom bisa cari duit sendiriTerima kasih myXL karna telah memberi pelayanan terbaik untuk penggunanya 
"mantap xl, pertahakan performa bonusanya trus, agar pengguna xl semakin betah, dan yang belum bisa beralih",mantap xl  pertahakan performa bonusanya trus  agar pengguna xl semakin betah  dan yang belum bisa beralih
"Jaringannya skrg butut, lancar2 pas jam 11 malam ampe jam 6 pagi doang. Pindah ke yg lain aja apa gmn ini hmm...",Jaringannya skrg butut  lancar  pas jam malam ampe jam pagi doang  Pindah ke yg lain aja apa gmn ini hmm
selanjutnya jangan seperti kemarenÂ² 2minggu sekali di update mau isi ulang data harus di update dulu keseringan di update juga malas untuk membuka apl ini .,selanjutnya jangan seperti kemaren  minggu sekali di update mau isi ulang data harus di update dulu keseringan di update juga malas untuk membuka apl ini
"XL sekarang jaringan nya aga lemot gitu, kuota nya masih banyak tp suka loading terus, knpa ya??",XL sekarang jaringan nya aga lemot gitu  kuota nya masih banyak tp suka loading terus  knpa ya
"Percuma Paket Banyak Gak Bisa Dipakai,Makan Hati,Kesal,Buang2 Uang Saja,Mending Dipakai Sedekah Sekalian. Selalu Gangguan,lelet,lemot. Utk yg lain Semoga Jgn jd korban PHP XL. Iklan,Promo hanya BACOT.....!!!!",Percuma Paket Banyak Gak Bisa Dipakai Makan Hati Kesal Buang  Uang Saja Mending Dipakai Sedekah Sekalian  Selalu Gangguan lelet lemot  Utk yg lain Semoga Jgn jd korban PHP XL  Iklan Promo hanya BACOT
"XL, gimana nih, saya sudah masukkan 16 digit angka di aplikasi untuk isi ulang, tapi tidak masuk, nyesel punya internet kayak gini!",XL  gimana nih  saya sudah masukkan digit angka di aplikasi untuk isi ulang  tapi tidak masuk  nyesel punya internet kayak gini
"Xl axiata memang mantap... Salah satu layanan terbaik,pulsa tidak berkurang walau kuota internet habis Terimakasih XL Terus berikan layanan terbaik mu",Xl axiata memang mantap Salah satu layanan terbaik pulsa tidak berkurang walau kuota internet habis Terimakasih XL Terus berikan layanan terbaik mu
Xl binatang!!! Masa sinyal pasti ganti h+ trus hilang mulu gimana mau main binatang!!! Provider gagal! Nyusahin orang aja mending tutup aja ngeselin sumpah binatang ini!,Xl binatang Masa sinyal pasti ganti trus hilang mulu gimana mau main binatang Provider gagal  Nyusahin orang aja mending tutup aja ngeselin sumpah binatang ini
mantap harganya.kalau bisa tolong lah di tingkatkan lagi.karna XL kekuatan sinyalnya lemah betul. Kalah dengan telkomsel & M3,mantap harganya kalau bisa tolong lah di tingkatkan lagi karna XL kekuatan sinyalnya lemah betul  Kalah dengan telkomsel &
Aku ngeluh di jaringan internet masih low di daerah saya malah kadang hilang.harga paketnya murah Semoga kedepannya jaringan 4G merata smpai pelosok biar bisa saingin tuh... Provaider sebelah yg harga paketnya selangit.,Aku ngeluh di jaringan internet masih low di daerah saya malah kadang hilang harga paketnya murah Semoga kedepannya jaringan merata smpai pelosok biar bisa saingin tuh Provaider sebelah yg harga paketnya selangit
Xl prioritas jangan asyik sms ini itu ini itu suruh beli kuota ini itu ini itu....internet kalian macem kaleng kaleng kapan diperbaiki..udah berapa lama kalian beroperasi sama kalah ama layanan lain contoh first media..,Xl prioritas jangan asyik sms ini itu ini itu suruh beli kuota ini itu ini itu internet kalian macem kaleng kaleng kapan diperbaiki  udah berapa lama kalian beroperasi sama kalah ama layanan lain contoh first media
Jaringan XL di Denpasar dan Nusa penida ancur udah hampir 6 bulan ini gada perubahan kayak kehabisan kuota! Mengecewakan! Tolong dong bagi pihak yang berwenang kunjungi dan di perbaiki.. keburu pada ganti ke Telkomsel tuhh..,Jaringan XL di Denpasar dan Nusa penida ancur udah hampir bulan ini gada perubahan kayak kehabisan kuota  Mengecewakan  Tolong dong bagi pihak yang berwenang kunjungi dan di perbaiki keburu pada ganti ke Telkomsel tuhh
"Selamat malam Min, Saya sudah beli paket combo plus 59rb 14gb 30 hari. Gimana caranya ya ngambil bonus kuota yuo tube 2gb Padahal sms notifikasi masuk mohon pencerahannya terima kasih.",Selamat malam Min  Saya sudah beli paket combo plus  rb  gb hari  Gimana caranya ya ngambil bonus kuota yuo tube  gb Padahal sms notifikasi masuk mohon pencerahannya terima kasih
"Kecepatan download sangat rendah padahal gue udah ubah pengaturan APN tapi tetap aja lemot saat mendownload, cek pakai aplikasi speedcheckpro memang koneksi XL untuk download sangat rendah. Apakah karena pihak XL lebih memprioritaskan kecepatan koneksi yg lebih bagus untuk layanan baru yaitu liveon? Gue tinggal didaerah elit Jakarta Selatan yaitu Kebayoran Baru, ternyata gak pengaruh tetap aja koneksi jaringan XL lebih jelek daripada operator lain.",Kecepatan download sangat rendah padahal gue udah ubah pengaturan APN tapi tetap aja lemot saat mendownload  cek pakai aplikasi speedcheckpro memang koneksi XL untuk download sangat rendah  Apakah karena pihak XL lebih memprioritaskan kecepatan koneksi yg lebih bagus untuk layanan baru yaitu liveon  Gue tinggal didaerah elit Jakarta Selatan yaitu Kebayoran Baru  ternyata gak pengaruh tetap aja koneksi jaringan XL lebih jelek daripada operator lain
Nah ini kouta mobile legends yg sia sia gak bisa buat maen rank atau klasik.. Kalo udah masuk baru ada pemberitahuan masalah jaringan.. Kalo gak bisa buat maen ngapain d adain paketnya.. 10gb 10rb tapi gak guna ngilangin kredit score aja..,Nah ini kouta mobile legends yg sia sia gak bisa buat maen rank atau klasik Kalo udah masuk baru ada pemberitahuan masalah jaringan Kalo gak bisa buat maen ngapain adain paketnya gb  rb tapi gak guna ngilangin kredit score aja
"Saya mau masuk ke aplikasi my xl kok gak bisa ya, udh dpt kode verifikasi tapi masih tidak bisa masuk sedang terjadi kesalahan terus",Saya mau masuk ke aplikasi my xl kok gak bisa ya  udh dpt kode verifikasi tapi masih tidak bisa masuk sedang terjadi kesalahan terus
Sinyalnya parah... Masih mendingan axis internetan sangat stabil dan lancar.. Padahal unlimited tiap bulan bayar tagihan... Klo buat gamers gak cocok pakai ini.. Lemot.lola.loading,Sinyalnya parah Masih mendingan axis internetan sangat stabil dan lancar Padahal unlimited tiap bulan bayar tagihan Klo buat gamers gak cocok pakai ini Lemot lola loading
XL kenapa ya skrng udah 3 hari ini sinyal bapuk/jelek padahal udah beli yg VIP 70GB..selalu muter2 tuh sinyal..tolong di perbaiki dong.. klo gini mah auto ganti provider..,XL kenapa ya skrng udah hari ini sinyal bapuk jelek padahal udah beli yg VIP  GB  selalu muter  tuh sinyal  tolong di perbaiki dong klo gini mah auto ganti provider
"Ini gimana pihak XL, rencana mau top up via pulsa XL tibaÂ²setelah isi ulang pulsa berkurang sendiri, dah gabisa buat top up gegara kurang sedikit, awal 10000 jadi 9950, apa sebab nya XL tolong diperbaiki dong!!!",Ini gimana pihak XL  rencana mau top up via pulsa XL tibasetelah isi ulang pulsa berkurang sendiri  dah gabisa buat top up gegara kurang sedikit  awal jadi apa sebab nya XL tolong diperbaiki dong
Saya isi ulang untuk memperpanjang masa aktif. Dan sedang tidak pakai kuota. Tapi kenapa selalu berkurang pulsanya????????????,Saya isi ulang untuk memperpanjang masa aktif  Dan sedang tidak pakai kuota  Tapi kenapa selalu berkurang pulsanya
"kalau pihak myXL memang sudah membuat rogram tetap setiap paket data dengan besaran GB tertentu yg di tawarkan kepada konsumen, sebaiknya pihak myXL tidak lagi merubah atau mengutik-utik komitmen tersebut apapun alasannya, sehingga tidak merugikan bagi konsumen pd kondisi waktu tertentu. Misalnya konsumen membeli 2 GB untuk durasi pemutaran video Youtube, ya ketentuan itu harus di jalankan secara konsisten sesuai dengan jumlah paket data yg dibeli dan digunakan oleh konsumen dengan tuntas.",kalau pihak myXL memang sudah membuat rogram tetap setiap paket data dengan besaran GB tertentu yg di tawarkan kepada konsumen  sebaiknya pihak myXL tidak lagi merubah atau mengutik utik komitmen tersebut apapun alasannya  sehingga tidak merugikan bagi konsumen pd kondisi waktu tertentu  Misalnya konsumen membeli GB untuk durasi pemutaran video Youtube  ya ketentuan itu harus di jalankan secara konsisten sesuai dengan jumlah paket data yg dibeli dan digunakan oleh konsumen dengan tuntas
"Kl bisa paketan yg reguler bs 45 rb misalnya 13 Giga full unlimited tidak usah pakai bonus wa, youtube aplikasi sdh jadi satu pasti rame dan laris manis... Ini masukan saya sdh pakai XL sdh 25 tahun..... Krna XL paketan ya sering gonta ganti jd nggk kerasan pelanggannyaðŸ˜€ðŸ™ðŸ™",Kl bisa paketan yg reguler bs rb misalnya Giga full unlimited tidak usah pakai bonus wa  youtube aplikasi sdh jadi satu pasti rame dan laris manis Ini masukan saya sdh pakai XL sdh tahun Krna XL paketan ya sering gonta ganti jd nggk kerasan pelanggannya
Sudah download aplikasi xl tp gak bisa buka susah lama bgt kasih bintang 1 tolong buka dong,Sudah download aplikasi xl tp gak bisa buka susah lama bgt kasih bintang tolong buka dong
Sehabis hujan sinyal XL hilang hilangan ( khususnya di daerah Depok 2 ) apalagi qlo main game online & buka sosial media...,Sehabis hujan sinyal XL hilang hilangan khususnya di daerah Depok apalagi qlo main game online & buka sosial media
saran aja untuk paketan yg di atas 100 gb seharusnya jangka waktu nya di bnyakin (2 bulan ) krena paketan q sering hngus dikarenakan masa aktif nya cmn 1 bulan sedih deh ðŸ’”ðŸ’”,saran aja untuk paketan yg di atas gb seharusnya jangka waktu nya di bnyakin bulan krena paketan sering hngus dikarenakan masa aktif nya cmn bulan sedih deh 
"Sinyal sering hilang , nelpon n terima telpon susah.dulu bagus, kenapa sekarang jelek ya??",Sinyal sering hilang nelpon terima telpon susah dulu bagus  kenapa sekarang jelek ya
"Sebenernya bagus, banyak bonus dan diskon pembelian kuota apalagi untuk pelajar. Tapi yang disayangkan adalah kadang keluar terus dari aplikasi sampai instal hapus instal hapus. Mohon kalau bisa, diperbaiki lagi aplikasinya. Terima kasih",Sebenernya bagus  banyak bonus dan diskon pembelian kuota apalagi untuk pelajar  Tapi yang disayangkan adalah kadang keluar terus dari aplikasi sampai instal hapus instal hapus  Mohon kalau bisa  diperbaiki lagi aplikasinya  Terima kasih
"Susah buat masuk apk nya gak bisa"" beda sama apk kartu lainnya gampang mudah ini selalu tulisan terjadi masalah padahal ya gak apa"" sampek ganti kartu beberapa kali dikira karna kartunya ternyata apk nya aja yang susah buat masuk",Susah buat masuk apk nya gak bisa  beda sama apk kartu lainnya gampang mudah ini selalu tulisan terjadi masalah padahal ya gak apa  sampek ganti kartu beberapa kali dikira karna kartunya ternyata apk nya aja yang susah buat masuk
tolong jaringan nya lebih di percepat lagi yaa kadang suka. lemot,tolong jaringan nya lebih di percepat lagi yaa kadang suka  lemot
"Maaf sy ganti bintangnya karena XL menipu, waktu blm beli paketan ada promo paket akrab 125 rb untuk 3 akun, ketika sdh isi pulsa dan mau dipaketkan ajaibnya harga kembali ke harga normal 180rb hingga pulsa tidak cukup, benar benar merasa ditipu",Maaf sy ganti bintangnya karena XL menipu  waktu blm beli paketan ada promo paket akrab rb untuk akun  ketika sdh isi pulsa dan mau dipaketkan ajaibnya harga kembali ke harga normal  rb hingga pulsa tidak cukup  benar benar merasa ditipu
Jaringan lemot .. Banyak fake khusunya paket data yg dipakai tidak sesuai dengan isinya,Jaringan lemot Banyak fake khusunya paket data yg dipakai tidak sesuai dengan isinya
Xl kalo gk mau kasi diskon mending gk usah jangan nipu orang... Masa pas mau daftar kouta harganya dinaikin terus plis ya xl kalo gk mau kasih ya udah... Jagan nipu orang,Xl kalo gk mau kasi diskon mending gk usah jangan nipu orang Masa pas mau daftar kouta harganya dinaikin terus plis ya xl kalo gk mau kasih ya udah Jagan nipu orang
Banyak bonus di aplikasi myxl.. Kuota kejutan murah tiap hari.. Sangat suka menggunakan aplikasi ini.,Banyak bonus di aplikasi myxl Kuota kejutan murah tiap hari Sangat suka menggunakan aplikasi ini
"LINTAH PULSA ASW !!! ,PERCUMA ADA SETTING PENGONTROL PULSA TAPI MASIH NYEDOT PULSA ...KENAPA SELALU MEMPERPANJANG MASA PAKET KONT#L !!! PULSA SAYA HABIS GARA2 LUPA NON AKTIFKAN PAKET ,TIDAK SEPERTI KARTU LAIN GAK MEMPERPANJANG PAKET SENDIRI BELI SEKALI DOANG !!!",LINTAH PULSA ASW PERCUMA ADA SETTING PENGONTROL PULSA TAPI MASIH NYEDOT PULSA KENAPA SELALU MEMPERPANJANG MASA PAKET KONT PULSA SAYA HABIS GARA  LUPA NON AKTIFKAN PAKET  TIDAK SEPERTI KARTU LAIN GAK MEMPERPANJANG PAKET SENDIRI BELI SEKALI DOANG
